merk,veld,besluit,reden,staat,bron
Sublimade,address_line_1,NIET vervangen,brondatum 2024-03-06 tegen 2025-02-26,de oude veiling,De Oude Veiling 60
Sublimade,vat_number,vult leeg veld,,,NL863803325B01
Sublimade,chamber_number,vult leeg veld,,,85956414
WasteCraft,website,NIET vervangen,brondatum 2024-03-06 tegen 2025-03-04,wastecraft.design,wastecraft.nl
WasteCraft,chamber_number,vult leeg veld,,,64620468
The Good Plastic Company,website,NIET vervangen,brondatum 2024-03-06 tegen 2026-03-09,polygood.com,thegoodplasticcompany.com
The Good Plastic Company,phone,NIET vervangen,brondatum 2024-03-06 tegen 2025-02-28,+31203991260,+31208943848
The Good Plastic Company,address_line_1,NIET vervangen,bronwaarde is korter en zit in de bestaande waarde,"Keersluisweg 7, Hal 1",Keersluisweg 7
Frans Gommans BV,vat_number,vult leeg veld,,,NL805808103B01
Frans Gommans BV,chamber_number,vult leeg veld,,,12019690
Kunrader®,address_line_1,NIET vervangen,bronwaarde is korter en zit in de bestaande waarde,"Bergseweg 30
¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬

6367 HB 

¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬Voerendaal",Bergseweg 30
Kunrader®,postcode,vult leeg veld,,,6367 HB
Kunrader®,city,vult leeg veld,,,Voerendaal
Kunrader®,vat_number,vult leeg veld,,,NL858129838B01
Kunrader®,chamber_number,vult leeg veld,,,70074429
nora by Interface,phone,wordt vervangen,bronsterkte 1 tegen 9,+31(0)416 286 140,+31332775555
nora by Interface,vat_number,vult leeg veld,,,NL819069279B01
Hollands Wol Collectief,vat_number,vult leeg veld,,,NL863285910B01
Hollands Wol Collectief,chamber_number,vult leeg veld,,,84624337
Coffee Based,address_line_1,wordt vervangen,bronsterkte 1 tegen 9,Krinkelwinkel 23,Krinkelwinkel 23 a
Coffee Based,vat_number,vult leeg veld,,,NL857676660B01
Coffee Based,chamber_number,vult leeg veld,,,68985010
Kukka,website,wordt vervangen,bronsterkte 1 tegen 9,https://livingcolour.eu/,kukka.nl
Kukka,phone,wordt vervangen,bronsterkte 1 tegen 9,+31 641277383,+31103046106
Kukka,address_line_1,NIET vervangen,bronwaarde is korter en zit in de bestaande waarde,"Sint-Agathastraat 54, unit 0.19",Sint-Agathastraat 54
Kukka,chamber_number,vult leeg veld,,,24494679
VeroMetal® International BV,website,wordt vervangen,bronsterkte 1 tegen 9,https://www.verometal.com,verometal.nl
VeroMetal® International BV,email,wordt vervangen,bronsterkte 1 tegen 9,info@verometal.com,info@verometal.nl
VeroMetal® International BV,phone,wordt vervangen,bronsterkte 1 tegen 9,+31 45 5313 080,+31455330952
VeroMetal® International BV,vat_number,vult leeg veld,,,NL857192541B01
VeroMetal® International BV,chamber_number,vult leeg veld,,,67836119
StudioVIX,phone,vult leeg veld,,,+31681142077
StudioVIX,address_line_1,vult leeg veld,,,Domplein 25
StudioVIX,postcode,vult leeg veld,,,3512 JE
StudioVIX,city,vult leeg veld,,,Utrecht
StudioVIX,vat_number,vult leeg veld,,,NL001586855B76
StudioVIX,chamber_number,vult leeg veld,,,30275143
Interface Nederland,postcode,wordt vervangen,bronsterkte 1 tegen 9,3925 ZG,3925 BD
Interface Nederland,vat_number,vult leeg veld,,,NL002974381801
Interface Nederland,chamber_number,vult leeg veld,,,9028332
QbiQ Wall Systems,phone,NIET vervangen,brondatum 2024-03-06 tegen 2025-02-26,+31613619629,+31885010500
BioPanel,address_line_1,NIET vervangen,brondatum 2024-03-06 tegen 2025-02-28,Hanzeweg 14H,Tramstraat 4
BioPanel,postcode,NIET vervangen,brondatum 2024-03-06 tegen 2025-02-28,7241 CS,7241 CJ
BioPanel,vat_number,vult leeg veld,,,NL8621.34.663.B01
BioPanel,chamber_number,vult leeg veld,,,81549938
Circuform,vat_number,vult leeg veld,,,NL861692767B01
Circuform,chamber_number,vult leeg veld,,,80497330
Pyrasied,email,NIET vervangen,brondatum 2024-03-06 tegen 2026-03-09,marketing@pyrasied.com,sales@pyrasied.com
Pyrasied,address_line_1,NIET vervangen,brondatum 2024-03-06 tegen 2026-03-09,Apolloweg 26,Aldebaranweg 3
Pyrasied,postcode,NIET vervangen,brondatum 2024-03-06 tegen 2026-03-09,8938 AT,8938 BD
Pyrasied,chamber_number,wordt vervangen,bronsterkte 1 tegen 9,01043736,1043736
Donkersloot,vat_number,vult leeg veld,,,NL855865738B01
VanHier Design BV,website,NIET vervangen,brondatum 2024-03-06 tegen 2025-02-26,vanhier.bio,van-hier.com
VanHier Design BV,address_line_1,NIET vervangen,brondatum 2024-03-06 tegen 2025-02-26,Industrieweg 2b,Het Jagerspaadje 29 B-1
VanHier Design BV,postcode,NIET vervangen,brondatum 2024-03-06 tegen 2025-02-26,1231 KH,1231 KJ
VanHier Design BV,vat_number,vult leeg veld,,,NL862726827B01
VanHier Design BV,chamber_number,vult leeg veld,,,83100431
Leeuwenburgh Fineer,vat_number,vult leeg veld,,,NL009697974B01
Leeuwenburgh Fineer,chamber_number,vult leeg veld,,,18126508
Atelier Barb B.V.,address_line_1,vult leeg veld,,,Feyzullah Mah. Ressam Aykut Ünker Sk. Sanat
Atelier Barb B.V.,address_line_2,vult leeg veld,,,Apt No: 13 İç Kapi No: 9
Atelier Barb B.V.,postcode,vult leeg veld,,,34843
Atelier Barb B.V.,city,vult leeg veld,,,Maltepe/Istanbul
Atelier Barb B.V.,country,wordt vervangen,bronsterkte 1 tegen 9,NL,TR
Atelier Barb B.V.,chamber_number,vult leeg veld,,,31066833752
EGGXPERT,address_line_1,wordt vervangen,bronsterkte 1 tegen 9,Sphinxcour 9a,Maastricht Collab Sphinxcour 9A
EGGXPERT,vat_number,vult leeg veld,,,NL858161989B01
EGGXPERT,chamber_number,vult leeg veld,,,70145202
Studio Wies,phone,vult leeg veld,,,+31615692338
Studio Wies,address_line_1,vult leeg veld,,,Schieweg 183A02
Studio Wies,postcode,vult leeg veld,,,3038 AS
Studio Wies,city,vult leeg veld,,,Rotterdam
Studio Wies,chamber_number,vult leeg veld,,,85205249
Shahar Livne Design,chamber_number,vult leeg veld,,,70048258
JORIS IDE NV,website,wordt vervangen,bronsterkte 1 tegen 9,https://www.joriside.com/en-gb,joriside.nl
JORIS IDE NV,email,wordt vervangen,bronsterkte 1 tegen 9,marketing@joriside.be,info@joriside.nl
JORIS IDE NV,phone,wordt vervangen,bronsterkte 1 tegen 9,+3251612871,+31599619000
JORIS IDE NV,address_line_1,wordt vervangen,bronsterkte 1 tegen 9,Hille 174,Ambachtsstraat 11
JORIS IDE NV,postcode,wordt vervangen,bronsterkte 1 tegen 9,8750,9502 ER
Etagon Leren vloeren en wanden,vat_number,vult leeg veld,,,NL814515745.B01
Etagon Leren vloeren en wanden,chamber_number,vult leeg veld,,,18124129
Pretty Plastic,address_line_1,wordt vervangen,bronsterkte 1 tegen 9,Obiplein 18,Karperweg 41
Pretty Plastic,postcode,wordt vervangen,bronsterkte 1 tegen 9,1094 RB,1075 LB
Pretty Plastic,vat_number,vult leeg veld,,,NL861546027B01
Pretty Plastic,chamber_number,vult leeg veld,,,80071295
Martijn de Wit Vloeren,phone,NIET vervangen,brondatum 2024-03-06 tegen 2026-02-04,+31207220900,+31224291090
Martijn de Wit Vloeren,address_line_1,NIET vervangen,brondatum 2024-03-06 tegen 2026-02-04,Skoon 80,Witte Paal 323
Martijn de Wit Vloeren,postcode,NIET vervangen,brondatum 2024-03-06 tegen 2026-02-04,1511 HV,1742 LD
Martijn de Wit Vloeren,city,NIET vervangen,brondatum 2024-03-06 tegen 2026-02-04,Oostzaan (Amsterdam),Schagen
Martijn de Wit Vloeren,vat_number,vult leeg veld,,,B12415462B01
Martijn de Wit Vloeren,chamber_number,vult leeg veld,,,37073940
Diggels,email,wordt vervangen,bronsterkte 1 tegen 4,info@diggels.co,info@studiovolop.nl
Diggels,phone,NIET vervangen,brondatum 2024-03-06 tegen 2026-02-20,+31657261925,+31502340404
Diggels,address_line_1,NIET vervangen,brondatum 2024-03-06 tegen 2026-02-20,Handelsweg 14A,Zuidlaarderweg 30
Diggels,postcode,NIET vervangen,brondatum 2024-03-06 tegen 2026-02-20,9482 WE,9756 TM
Diggels,city,NIET vervangen,brondatum 2024-03-06 tegen 2026-02-20,Tynaarlo,Glimmen
Diggels,vat_number,vult leeg veld,,,NL860852647B01
Diggels,chamber_number,vult leeg veld,,,76955737
Rubio Monocoat Nederland,website,NIET vervangen,brondatum 2024-03-06 tegen 2025-02-26,rubiomonocoat.com,rubiomonocoat.nl
Rubio Monocoat Nederland,phone,NIET vervangen,brondatum 2024-03-06 tegen 2026-02-04,+31235517429,+31235517462
Rubio Monocoat Nederland,address_line_1,wordt vervangen,bronsterkte 1 tegen 9,Hulswitweg 109,Emrikweg 30
Rubio Monocoat Nederland,postcode,wordt vervangen,bronsterkte 1 tegen 9,2031 BG,2031 BT
Therdex PVC vloeren,website,wordt vervangen,bronsterkte 1 tegen 9,https://www.therdex.nl/,besouw.nl
Therdex PVC vloeren,vat_number,vult leeg veld,,,NL8569.30.726.B01
Therdex PVC vloeren,chamber_number,vult leeg veld,,,67321666
LEOXX,vat_number,vult leeg veld,,,NL807305157B01
LEOXX,chamber_number,vult leeg veld,,,30151348
CoFlora Design,phone,NIET vervangen,brondatum 2024-03-06 tegen 2025-03-14,+31232340424,+31626271281
WHOOOZ,vat_number,vult leeg veld,,,BTW 0721.683.859
Alert Isolatie,phone,vult leeg veld,,,+31103020200
Alert Isolatie,vat_number,vult leeg veld,,,NL852231313B01
Alert Isolatie,chamber_number,vult leeg veld,,,56640587
Samira Boon,vat_number,vult leeg veld,,,NL001942338B80
Samira Boon,chamber_number,vult leeg veld,,,34249313
Michel Oprey &amp; Beisterveld,vat_number,vult leeg veld,,,NL818014441B01
Michel Oprey &amp; Beisterveld,chamber_number,vult leeg veld,,,12066734
OVPolymers,address_line_1,wordt vervangen,bronsterkte 1 tegen 9,Ceintuurbaan 15,Chroomstraat 5 D
OVPolymers,postcode,wordt vervangen,bronsterkte 1 tegen 9,8022 AW,8211 AS
OVPolymers,city,wordt vervangen,bronsterkte 1 tegen 9,Zwolle,Lelystad
OVPolymers,vat_number,vult leeg veld,,,NL223500021B01
OVPolymers,chamber_number,vult leeg veld,,,67259863
Studio Sarmīte,phone,vult leeg veld,,,+4917657968636
Studio Sarmīte,city,NIET vervangen,bronwaarde is korter en zit in de bestaande waarde,FRANKFURT AM MAIN,Frankfurt
Pantoni,phone,NIET vervangen,brondatum 2024-03-06 tegen 2025-02-26,+31348558100,+31348558120
Pantoni,vat_number,vult leeg veld,,,NL854734636B01
Pantoni,chamber_number,vult leeg veld,,,62263811
Organoid® GmbH,address_line_1,NIET vervangen,bronwaarde is korter en zit in de bestaande waarde,Nesselgarten 422 / Top 5,Nesselgarten 422
Crush on Nature,address_line_1,NIET vervangen,brondatum 2024-03-06 tegen 2025-02-26,Eemhavenweg 26,Quarantaineweg 1 G 04
Crush on Nature,postcode,NIET vervangen,brondatum 2024-03-06 tegen 2025-02-26,3089 KG,3089 KP
Crush on Nature,vat_number,vult leeg veld,,,NL002053599B62
Crush on Nature,chamber_number,vult leeg veld,,,24269742
Xyhlo Biofinish,phone,wordt vervangen,bronsterkte 1 tegen 9,+31 547 286350,+31850161331
Xyhlo Biofinish,address_line_1,wordt vervangen,bronsterkte 1 tegen 9,Breukersweg 9,Muntengang 4
Xyhlo Biofinish,postcode,wordt vervangen,bronsterkte 1 tegen 9,7471 ST,7411 GD
Xyhlo Biofinish,city,wordt vervangen,bronsterkte 1 tegen 9,Goor,Deventer
Xyhlo Biofinish,vat_number,vult leeg veld,,,NL855185910B01
Xyhlo Biofinish,chamber_number,vult leeg veld,,,63322366
Aectual,address_line_1,NIET vervangen,bronwaarde is korter en zit in de bestaande waarde,"Naritaweg 14
¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬

1043 BZ 


¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬ Amsterdam

NL",Naritaweg 14
Aectual,postcode,vult leeg veld,,,1043 BZ
Aectual,city,vult leeg veld,,,Amsterdam
Aectual,chamber_number,vult leeg veld,,,58864598
Iboma,website,wordt vervangen,bronsterkte 1 tegen 9,https://iboma.nl,iboma.com
Iboma,email,wordt vervangen,bronsterkte 1 tegen 9,info@iboma.com,verkoop@iboma.com
Iboma,phone,wordt vervangen,bronsterkte 1 tegen 9,+31 (0)348 558100,+31348558120
Iboma,vat_number,vult leeg veld,,,NL854734636B01
Iboma,chamber_number,vult leeg veld,,,62263811
Soundless Acoustics Intl,phone,wordt vervangen,bronsterkte 1 tegen 9,+31 (0) 655144722,+31203697050
Soundless Acoustics Intl,address_line_1,wordt vervangen,bronsterkte 1 tegen 9,Wechelerveld 23,De Warren 6
Soundless Acoustics Intl,postcode,wordt vervangen,bronsterkte 1 tegen 9,2151 JA,1187 LL
Soundless Acoustics Intl,city,wordt vervangen,bronsterkte 1 tegen 9,¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬Nieuw-Vennep,Amstelveen
Soundless Acoustics Intl,chamber_number,vult leeg veld,,,33287767
Eversom,address_line_1,wordt vervangen,bronsterkte 1 tegen 9,"Keilestraat 5a



3029BP

Rotterdam","Keilewerf 2, Keilestraat 5a"
Eversom,postcode,vult leeg veld,,,3029 BP
Eversom,city,vult leeg veld,,,Rotterdam
Eversom,vat_number,vult leeg veld,,,NL001382522B50
Eversom,chamber_number,vult leeg veld,,,9192687
Fabulous Fungi,address_line_1,NIET vervangen,brondatum 2024-03-06 tegen 2025-02-26,Maasboulevard 100,Marinus Batenburgplein 17
Fabulous Fungi,postcode,NIET vervangen,brondatum 2024-03-06 tegen 2025-02-26,3063 NS,3065 KL
Fabulous Fungi,vat_number,vult leeg veld,,,NL864536598B01
Fabulous Fungi,chamber_number,vult leeg veld,,,88203492
Georgie Gerrard,address_line_1,wordt vervangen,bronsterkte 1 tegen 9,"27 Uxbridge Road, Hayes",86 Peperharow Road
Georgie Gerrard,postcode,wordt vervangen,bronsterkte 1 tegen 9,UB40JN,GU72PN
Georgie Gerrard,city,wordt vervangen,bronsterkte 1 tegen 9,London,Godalming
TOOtheZOO,vat_number,vult leeg veld,,,NL859900022B01
TOOtheZOO,chamber_number,vult leeg veld,,,74439995
Trespa International B.V.,email,wordt vervangen,bronsterkte 1 tegen 9,info.nederland@trespa.com,info@trespa.com
Trespa International B.V.,phone,vult leeg veld,,,+31495458358
Trespa International B.V.,vat_number,vult leeg veld,,,NL805689850B01
Trespa International B.V.,chamber_number,vult leeg veld,,,24270677
COOLOO,city,NIET vervangen,brondatum 2024-03-06 tegen 2026-02-20,Wanssum,Wannsum
HOLLANDFELT,email,NIET vervangen,brondatum 2024-03-06 tegen 2025-02-26,info@hollandfelt.nl,sales@hollandfelt.nl
MOGU,address_line_1,NIET vervangen,brondatum 2024-03-06 tegen 2025-02-28,Via San Francesco 62,Via S. Francesco d’Assisi 62
MOGU,city,NIET vervangen,brondatum 2024-03-06 tegen 2025-02-28,Inarzo,Inarzo (va)
MOGU,vat_number,vult leeg veld,,,IT03459510123
Fibershed Nederland,vat_number,vult leeg veld,,,NL862957874
Fibershed Nederland,chamber_number,vult leeg veld,,,83686126
Peyrel Design,website,wordt vervangen,bronsterkte 1 tegen 9,https://www.orbmatter.ch/,peyreldesign.com
Peyrel Design,address_line_1,wordt vervangen,bronsterkte 1 tegen 9,Coendersweg 45,Moshpit of Creation
Peyrel Design,address_line_2,vult leeg veld,,,Duinkerkenstraat 26
Peyrel Design,postcode,wordt vervangen,bronsterkte 1 tegen 9,9722 GB,9723 BR
Peyrel Design,vat_number,vult leeg veld,,,NL003671091B06
Peyrel Design,chamber_number,vult leeg veld,,,82385599
Royal Vriesco B.V.,vat_number,vult leeg veld,,,NL006011251B01
Royal Vriesco B.V.,chamber_number,vult leeg veld,,,1048194
waardewenders,phone,NIET vervangen,brondatum 2024-03-06 tegen 2025-03-07,+31623039597,+31172420565
